,tweet_id,lat,lon,content,location,user,raw_source,data_point,time
836959813506646016,836959813506646016,,,Fell Apart - Play on N1M https://t.co/tnSGGMAxxd,"Steelton,PA",549851643,"{'created_at': 'Wed Mar 01 15:22:24 +0000 2017', 'id': 836959813506646016, 'id_str': '836959813506646016', 'text': 'Fell Apart - Play on N1M https://t.co/tnSGGMAxxd', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/tnSGGMAxxd', 'expanded_url': 'http://fb.me/10kbSRTIh', 'display_url': 'fb.me/10kbSRTIh', 'indices': [25, 48]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 549851643, 'id_str': '549851643', 'name': 'T-Stackx McMillion', 'screen_name': 'TStackxMusic', 'location': 'Steelton,PA', 'description': '23 year old Rapper/Producer. https://t.co/lVtefxP51B Follow Me https://t.co/COPC2poXLB', 'url': 'https://t.co/SXVP9Wg7eM', 'entities': {'url': {'urls': [{'url': 'https://t.co/SXVP9Wg7eM', 'expanded_url': 'https://soundcloud.com/t-stackx-music', 'display_url': 'soundcloud.com/t-stackx-music', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/lVtefxP51B', 'expanded_url': 'http://Youtube.com/YoungYeMusicInc', 'display_url': 'Youtube.com/YoungYeMusicInc', 'indices': [29, 52]}, {'url': 'https://t.co/COPC2poXLB', 'expanded_url': 'http://instagram.com/tstackxmusic/', 'display_url': 'instagram.com/tstackxmusic/', 'indices': [63, 86]}]}}, 'protected': False, 'followers_count': 310, 'friends_count': 297, 'listed_count': 60, 'created_at': 'Tue Apr 10 03:18:16 +0000 2012', 'favourites_count': 71, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 2084, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/817115077681774596/nwr90g08_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/817115077681774596/nwr90g08_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/549851643/1440969099', 'profile_link_color': '00D1D1', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Wed Mar 01 15:22:24 +0000 2017
836959798184800256,836959798184800256,,,"Parents &amp; Grandparents, you may be eligible for this program. Please watch video and contact Rabbit Transit.... https://t.co/kUHpUZHsM8","York, PA",853358054,"{'created_at': 'Wed Mar 01 15:22:20 +0000 2017', 'id': 836959798184800256, 'id_str': '836959798184800256', 'text': 'Parents &amp; Grandparents, you may be eligible for this program. Please watch video and contact Rabbit Transit.... https://t.co/kUHpUZHsM8', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/kUHpUZHsM8', 'expanded_url': 'http://fb.me/5FUKPu0uL', 'display_url': 'fb.me/5FUKPu0uL', 'indices': [116, 139]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 853358054, 'id_str': '853358054', 'name': 'Lincoln Charter Inc', 'screen_name': 'Lincoln_Lions', 'location': 'York, PA', 'description': 'Mission Statement:\r\nTo provide a world-class education to all students.', 'url': 'http://t.co/5ZK3MgzOlG', 'entities': {'url': {'urls': [{'url': 'http://t.co/5ZK3MgzOlG', 'expanded_url': 'http://lincolncharterschoolpa.com/', 'display_url': 'lincolncharterschoolpa.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 153, 'friends_count': 207, 'listed_count': 2, 'created_at': 'Sat Sep 29 18:18:09 +0000 2012', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 4354, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '709397', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/710581738/820ebde00274749575f1e0047dbd6112.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/710581738/820ebde00274749575f1e0047dbd6112.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2662947790/54d20b48c0f668691dfc84f4371a2e71_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2662947790/54d20b48c0f668691dfc84f4371a2e71_normal.jpeg', 'profile_link_color': 'FF3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'A0C5C7', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Wed Mar 01 15:22:20 +0000 2017
836959779285258242,836959779285258242,,,@CNNPolitics I find it crazy how theyre in control of how much money they earn they give themselves bonuses raises what business allows that,"Middletown, PA",808728888264314880,"{'created_at': 'Wed Mar 01 15:22:15 +0000 2017', 'id': 836959779285258242, 'id_str': '836959779285258242', 'text': '@CNNPolitics I find it crazy how theyre in control of how much money they earn they give themselves bonuses raises what business allows that', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CNNPolitics', 'name': 'CNN Politics', 'id': 13850422, 'id_str': '13850422', 'indices': [0, 12]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 836928390435385344, 'in_reply_to_status_id_str': '836928390435385344', 'in_reply_to_user_id': 13850422, 'in_reply_to_user_id_str': '13850422', 'in_reply_to_screen_name': 'CNNPolitics', 'user': {'id': 808728888264314880, 'id_str': '808728888264314880', 'name': 'Michael Behrendt', 'screen_name': 'mikeyb1689', 'location': 'Middletown, PA', 'description': 'living', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 13, 'friends_count': 20, 'listed_count': 1, 'created_at': 'Tue Dec 13 17:42:47 +0000 2016', 'favourites_count': 351, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 695, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/813729559669592064/4PJTC8Xc_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/813729559669592064/4PJTC8Xc_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Wed Mar 01 15:22:15 +0000 2017
836959773866090496,836959773866090496,,,"RT @realJeffreyLord: Trump critic Van Jones: ‘One of the most extraordinary moments you have ever seen in American politics, period’  https…",,319212868,"{'created_at': 'Wed Mar 01 15:22:14 +0000 2017', 'id': 836959773866090496, 'id_str': '836959773866090496', 'text': 'RT @realJeffreyLord: Trump critic Van Jones: ‘One of the most extraordinary moments you have ever seen in American politics, period’  https…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'realJeffreyLord', 'name': 'Jeff Lord', 'id': 397545273, 'id_str': '397545273', 'indices': [3, 19]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 319212868, 'id_str': '319212868', 'name': 'mariano965', 'screen_name': 'mariano965', 'location': '', 'description': 'USAF...66-69...Viet.vet..68-69...ex. NY transit cop...23 years heavy equip.operator ....', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 406, 'friends_count': 118, 'listed_count': 57, 'created_at': 'Fri Jun 17 18:59:54 +0000 2011', 'favourites_count': 29037, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 35094, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000054666980/cc61be8160a9cb8c93bb336ce1425db1_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000054666980/cc61be8160a9cb8c93bb336ce1425db1_normal.jpeg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Wed Mar 01 05:19:48 +0000 2017', 'id': 836808163831709696, 'id_str': '836808163831709696', 'text': 'Trump critic Van Jones: ‘One of the most extraordinary moments you have ever seen in American politics, period’  https://t.co/uzv3ZB0H26', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/uzv3ZB0H26', 'expanded_url': 'https://www.washingtonpost.com/news/the-fix/wp/2017/02/28/trump-critic-van-jones-one-of-the-most-extraordinary-moments-you-have-ever-seen-in-american-politics-period/?hpid=hp_hp-cards_mhp-card-politics%3Ahomepage%2Fcard&utm_term=.ad018724fa46', 'display_url': 'washingtonpost.com/news/the-fix/w…', 'indices': [113, 136]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 397545273, 'id_str': '397545273', 'name': 'Jeff Lord', 'screen_name': 'realJeffreyLord', 'location': 'Harrisburg, PA', 'description': 'CNN political commentator, Reagan White House, American Spectator, Conservative Review, NewsBusters. Author. Interests: Politics, religion, writing, media.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 23910, 'friends_count': 186, 'listed_count': 341, 'created_at': 'Mon Oct 24 20:48:38 +0000 2011', 'favourites_count': 7, 'utc_offset': -28800, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 2418, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/520287112709410816/B3nn7rvh_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/520287112709410816/B3nn7rvh_normal.jpeg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 300, 'favorite_count': 1092, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 300, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Wed Mar 01 15:22:14 +0000 2017
836959770749853698,836959770749853698,,,Old flames can't hold a candle to you,"Elizabethtown, PA",2286787948,"{'created_at': 'Wed Mar 01 15:22:13 +0000 2017', 'id': 836959770749853698, 'id_str': '836959770749853698', 'text': ""Old flames can't hold a candle to you"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2286787948, 'id_str': '2286787948', 'name': 'кчłз щitmзя✭', 'screen_name': 'KyleSHITmer', 'location': 'Elizabethtown, PA', 'description': ""Etown '17 // snapchat: kylewitmer9932"", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 297, 'friends_count': 950, 'listed_count': 0, 'created_at': 'Thu Jan 16 22:22:58 +0000 2014', 'favourites_count': 3400, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 4121, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/654850664691015680/LhWRbupe_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/654850664691015680/LhWRbupe_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2286787948/1439789017', 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Wed Mar 01 15:22:13 +0000 2017
836959770141679616,836959770141679616,,,@mistachrish @Amareisreal what did he do,"Hershey, PA",108776241,"{'created_at': 'Wed Mar 01 15:22:13 +0000 2017', 'id': 836959770141679616, 'id_str': '836959770141679616', 'text': '@mistachrish @Amareisreal what did he do', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'mistachrish', 'name': 'Chrish', 'id': 2923007800, 'id_str': '2923007800', 'indices': [0, 12]}, {'screen_name': 'Amareisreal', 'name': ""Amar'e Stoudemire"", 'id': 25100180, 'id_str': '25100180', 'indices': [13, 25]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 836935578780336128, 'in_reply_to_status_id_str': '836935578780336128', 'in_reply_to_user_id': 2923007800, 'in_reply_to_user_id_str': '2923007800', 'in_reply_to_screen_name': 'mistachrish', 'user': {'id': 108776241, 'id_str': '108776241', 'name': 'Rogue Adam Phillippy', 'screen_name': 'AdamPhillippy', 'location': 'Hershey, PA', 'description': 'Fighting for equality against Donald Trump. #ResistTrump #Resistance', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 278, 'friends_count': 439, 'listed_count': 6, 'created_at': 'Wed Jan 27 00:41:46 +0000 2010', 'favourites_count': 18199, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 13058, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/439092489966723073/7DMLQi4R.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/439092489966723073/7DMLQi4R.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/795331287741595648/vSasianI_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/795331287741595648/vSasianI_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/108776241/1485737913', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Wed Mar 01 15:22:13 +0000 2017
836959758183718913,836959758183718913,,,Another #smallbizowner POI: I can now clear in three hours what I did in sales my entire first month of business. #newreleaseday,"York, PA",109379888,"{'created_at': 'Wed Mar 01 15:22:10 +0000 2017', 'id': 836959758183718913, 'id_str': '836959758183718913', 'text': 'Another #smallbizowner POI: I can now clear in three hours what I did in sales my entire first month of business. #newreleaseday', 'truncated': False, 'entities': {'hashtags': [{'text': 'smallbizowner', 'indices': [8, 22]}, {'text': 'newreleaseday', 'indices': [114, 128]}], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 109379888, 'id_str': '109379888', 'name': 'Paintbox Soapworks', 'screen_name': 'paintboxsoaps', 'location': 'York, PA', 'description': 'Unusual & irreverent soaps, sugar scrubs & organic lotions... I talk about food & comics & records, too. I also curse like a sailor. A lot. Sorry, Mum.', 'url': 'http://t.co/yNEkwY07ha', 'entities': {'url': {'urls': [{'url': 'http://t.co/yNEkwY07ha', 'expanded_url': 'http://www.paintboxsoapworks.com', 'display_url': 'paintboxsoapworks.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1058, 'friends_count': 717, 'listed_count': 57, 'created_at': 'Thu Jan 28 21:35:18 +0000 2010', 'favourites_count': 10422, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 20932, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/833714858872954881/7gt2BR_h_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/833714858872954881/7gt2BR_h_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/109379888/1487607990', 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Wed Mar 01 15:22:10 +0000 2017
836959757378416641,836959757378416641,,,"@an1az1 @yb67bhatti 
جھوٹ ، آج تک سگریٹ پینے سے کوئی نہی مرا اور جدید تحقیق سے نکوٹین دماغ کو سکون پہنچاتی ہے ، پلیز سرچ گوگل","Manchester, PA",632908336,"{'created_at': 'Wed Mar 01 15:22:10 +0000 2017', 'id': 836959757378416641, 'id_str': '836959757378416641', 'text': '@an1az1 @yb67bhatti \nجھوٹ ، آج تک سگریٹ پینے سے کوئی نہی مرا اور جدید تحقیق سے نکوٹین دماغ کو سکون پہنچاتی ہے ، پلیز سرچ گوگل', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'an1az1', 'name': 'Ahmad Hussan Khan', 'id': 1388783833, 'id_str': '1388783833', 'indices': [0, 7]}, {'screen_name': 'yb67bhatti', 'name': '# ویہلا بابو', 'id': 2560298373, 'id_str': '2560298373', 'indices': [8, 19]}], 'urls': []}, 'metadata': {'iso_language_code': 'ur', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 836958069145939970, 'in_reply_to_status_id_str': '836958069145939970', 'in_reply_to_user_id': 1388783833, 'in_reply_to_user_id_str': '1388783833', 'in_reply_to_screen_name': 'an1az1', 'user': {'id': 632908336, 'id_str': '632908336', 'name': '\u200fڈاکٹــر ٹیــکا', 'screen_name': 'mr_eijaz', 'location': 'Manchester, PA', 'description': '\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200f\u200fیہاں #جمہوریت و #مذہبی شدت پسندوں کے غیرجمہوری غیر مذہبی #ٹیکا عین تسلی بخش لگایا جاتا ھے تے نال یاد رکھنا نیشنل #مکا چیمپئن وی ساں!', 'url': 'https://t.co/aZ1eCaVvHD', 'entities': {'url': {'urls': [{'url': 'https://t.co/aZ1eCaVvHD', 'expanded_url': 'https://twitter.com/search/from:@mr_eijaz', 'display_url': 'twitter.com/search/from:@m…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 2720, 'friends_count': 68, 'listed_count': 10, 'created_at': 'Wed Jul 11 13:38:17 +0000 2012', 'favourites_count': 20167, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 27375, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/807156952908394496/wSZYLoPU_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/807156952908394496/wSZYLoPU_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/632908336/1487008759', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'ur'}",none,Wed Mar 01 15:22:10 +0000 2017
